0,"@WABIKURIKIRANA Murabibona mute uyu musore ahawe kuyobora minisiteri runaka hano mugihugu cyacu?""",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
1,"·@Kabwiliog2020 Mwebwe mubona amafrw azabonekaa????,, cg Haracyari urugendo rurerure???",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
2,@__akanakeza Ese mwabonye video ya Kendrick Lamar Ari kuririmba u Rwanda,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
3,@__akanakeza Mujye kuri IG story ya ish Kevin murebe iyi ndirimbo ya Kendrick Lamar,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
4,@__akanakeza Urebye neza ugakora analyze wasanga iminsi 1000 yambere itaragenze neza,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
5,@@joselyinechap Ese uwo ukunda nawe aragukunda cg urimo Kwihoma?!,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
6,@04_serge Ikinamico cy' indamutsa za RBA gikurikirwa nabarenga million 3 z' abanyarwanda niba ujya ucyumva siga ,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
7,@04_serge Knd ubu wasanga mugiye kuvuga ngo iki gihembo nigikaze,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
8,@actionschoolrw1 Byoroshye cyane aho waba uri hose wakwitoza gukora ikizamini cy’ amategeko y’umuhanda mu buryo bwa ONLINE .,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
9,@adygrafix Camel Ingamiya Ni inyamaswa ziba muri Africa y'amajyaruguru ndetse no Muri Asia yo hagati.,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
10,@adygrafix Praying Mantis: Praying mantis ni agasimba gatangaje cyane bitewe n'imiterere yako. Aka gasimba rero mwabantu mwe uko ukabona gafite amaguru y'imbere ateye nkaho kari guhimbaza Umuremyi naniyo mpamvu mu izina ryako wumvamo gusenga. Ukarebye wihuta wagirango ni akantu kiturije…,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
11,@aga_fish Aha si kanombe se,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
12,@aga_fish Baravuga ngo uwambaye ikirezi ntamenya ko kera shahu we,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
13,@agapetigakonje2 Uretse Shemi na Vestine&Dorcas nabahe bahanzi bandi batarengeje imyaka 20?,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
14,@AgasendababoyiJ Reka iyi tweet tuyibike,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
15,"@Agronomme_Kubahinzi bibirayi, Ibi nisawa cyane! Warubizise ko ibirayi bikunda ahantu hafite; ✓Imvura: 500mm -750mm kumwaka ✓Ubushyuhe: 10-20 degree Celsius(daytime) and 5-10 degree Celsius nighttime ✓Ubutumburuke:1500m -3000m ✓Ubusharire: PH 5.0-6.0",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
16,@AissaCyiza Nkeneye aba jeunes ba 2 bashobora gutsindira Airtime ya 10k buri umwe bitewe nuwatanze igisubizo cyiza. Ese nkawe nk’umuntu ukibyiruka? Wumva hakorwa iki ? #DuceIhohoterwa ,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
17,@akaic5 Nari nabicecetse ariko MANA ngushimiye ibyo wankoresheje ntabwo byari byoroshye ariko warahabaye,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
18,@akaic5 Nubundi ko uri umukire wampaye agatike kubuntu,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
19,@Akayovekid Ibi ndabirambiwe nyabusa!,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
20,@AlexisBimenyim2 Ngaho gura akantu twifanye kukwishimishamo ?,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
21,@Alicebi77  icecekere uraje ube bigfish mugihe gito uzabibona,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
22,@alphonsemucyo Ibi ndabirambiwe pe! Ole must go asap.,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
23,@Annemwiza Urakoze nyakubahwa. Nibahaguruke bajye gukora akazi bashinzwe maze borohere abo bavandimwe na bo bikorere akazi kabo nta jugujugu. #MeforGitifu,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
24,@AntoineMutware Waramutse #Rwanda! Horana Imana murage mwiza!,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
25,@Arobaazee Inama y'umunsi: Nuhirwa kurusha abandi aho kubaka urukuta runini rugutandukanya ni abandi ahubwo uzakore ameza manini uzasangiriraho ni abandi Volume niyo??,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
26,@ashwi_da Muri aba batipe inde ubyina ibintu biryoshye  ugira na video zoryoshye cyane ???,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
27,@ashwi_da Mwankuye kuri uyu mubare ko numvise ngo utera umwaku ,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
28,@ashwi_da Ni iki waburanye u Rwanda ugiye gushakira ahandi ???,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
29,@ashwi_da Utu tu edit baba badushyiriye muri phone kucyi tutadukoresha kd mbona ari twiza ??? Mumbwire ko naberewe se ,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
30,@ashwi_da Uyu ni Impanga yange kd ni umwana mwiza Sha we Yitwa  @kaniggah_1  mumuhe follow abahe follow back ,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
31,@ask_awayy Niba utazi uyu mugabo status ukaba wazujujeho Elisabeti ndakurahiye uracyakoronizwa ,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
32,@bayikorere1 Igihe machine zari zitaraboneka twarize Kandi turatsinda murangije ngo zirabonetse nabwo muzanamo ibibazo ubundi ko Ari inguzanyo mwaziduhaye namwe mukatubaza umusaruro,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
33,"@bbfmumwezi Abaye ari uwishyura ayo yaguzwe,Declan Rice yaba asigajemo angahe ?",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
34,"@bbfmumwezi Kiyovu Sports yareze muri RIB ,Uwahoze ari umuyobozi wayo Juvenal Mvukiyehe ,imurega ubujura",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
35,@bbfmumwezi Kuri uyu wa Kane abayobozi ba #RPL barasinya amasezerano n'abafatanyabikorwa: Gorilla Games izajya ihemba abakinnyi bitwaye neza(umukinnyi w'ukwezi &umwaka n'uwatsinze ibitego byinshi RBA & Startimes:amasezerano y'imyaka itanu yo kwerekana shampiyona,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
36,@be_johns Ariko ntukansetse,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
37,@be_johns Niba ufite imyirondoro yuyu muntu wadufasha ukayiduha muri DM cyangwa muri comment. Murakoze.,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
38,@be_johns Ugire amahirwe ntibe ariyo mu nzego z’iperereza.,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
39,@BeatriceMUKAMU2 Reka tureke ko idahagije ubuse nka abanyeshuri tumaze ukwezi kurenga tukaba niyo muvuga ko idahagije twarayibuze muradufasha iki ??,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
40,@bibananiza_iki Abasaza bakera bari baratese kuer ngo ntiyafatanya irondo n urukundo knd hano bana barufatanya na models 5 na retake 2,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
41,@bibananiza_iki Mvase ibintu ni neza ? Umva ko bagira ngwiki @Mwidishyi Akuzaniye imiti pharmacy,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
42,@bibananiza_iki Mwumviseko byavuzwe ngo amagara naterwa hejuru usame ayawe ark Ngewe ho ndababwiye ngo Naterwa hejuru usame menshi ashoboka kuko uzagira amagara menshi,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
43,@bibananiza_iki Niba ubabaye iyumvire Utu-gospel music Knd wibuke ko amazi Ari ubuzima,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
44,"@bibananiza_iki Niba ushaka amahoro ntanambara urwanye, emerera Yesu aze mubuzima bwawe ubundi ureke abarwanira amahoro barwane kuko batamenye uyatanga knd niwe mahoro.",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
45,@BigwiNshuti Hey @KabagambeI Ko uri umuvugizi wa @Uni_Rwanda Wagabanyije guterana amagambo nabantu Utazi. May be they aren't under your Authority,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
46,@BigwiNshuti Murapf iki ubwooo,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
47,@BigwiNshuti Ubundi niwoe wangeee,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
48,"@BiraboneyeVicky
·
Sep 25
Abandi dukomeze tuzamure account ya @RWPPA tuyi following rwose, ntakindi bisaba uretse umutima mwiza!  Big up wowe ubikoze",success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
49,@BiraboneyeVicky Abantu mumaze iminsi mwifuza kumenya no kumbona reka nidarape kwihisha ndabirambiwe. ,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
50,@BiraboneyeVicky Ese ko nta bana njya mbona bigana Messi? Wowe ujya ubabona ra? Abato bose bikundira Ronaldo,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
51,@BiraboneyeVicky Guys nta muntu utakwishimira ukuntu NTWARI Fiacre yazamuye urwego kuva yava muri APR FC kugeza aho ari South Africa. Asigaye ateye ubwoba ari mu bazamu bakomeye hariya.,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
52,@BiraboneyeVicky Munyigishe ukuntu umuntu ashobora gushyira link ya account ye muri document runaka? Urugero uri gukora application ushaka kwerekana account yawe. ,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
53,@BiraboneyeVicky N'ubundi bizajya birangira igikombe cy'inzovu ari ukwicara mu giti!,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
54,@BiraboneyeVicky Ntakintu ntakora ngo mbasetse nuko mudashima! ,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
55,@Biragoyee Umupfumu antumye umuzi w'ibuye,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
56,@BirekeSibyawe Esubundi Rutambi akora iki??,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
57,@BirekeSibyawe Iyi modoka urabona nyirayo avuka mukahe karere ??,success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{}
