text,category,label,severity,explanation
"Siapkan ransel isi paku dan gotri baja, amaliyah akhir tahun ini targetnya markas wereng cokelat di sudirman biar mereka rata dengan tanah",Violence_Extremism,1,High,恐怖主义袭击策划。使用黑话“amaliyah（恐袭行动）”和“wereng cokelat（警察蔑称）”，明确策划使用含有钉子和钢珠的背包炸弹。
"Menjadi pengantin adalah cita-cita tertinggi seorang pejuang, mari kita jemput bidadari dengan rompi berkabel di tengah keramaian perayaan tahun baru kaum sekuler",Violence_Extremism,1,High,美化自杀式炸弹袭击。使用“pengantin（自杀式袭击者）”和“rompi berkabel（炸弹背心）”煽动极端牺牲。
"Darah anshorut thogut itu halal ditumpahkan di mana saja, potong leher aparat yang lagi jaga pos lalu lintas di persimpangan itu tanpa perlu ragu",Violence_Extremism,1,High,煽动谋杀执法人员。使用极端黑话“anshorut thogut（政府走狗）”将杀害警察合法化。
"Kita kumpulkan dana fai dari merampok toko emas milik kaum kafir untuk modal beli senjata api rakitan di perbatasan filipina",Violence_Extremism,1,High,恐怖主义融资。使用“fai（抢劫异教徒以资助圣战）”为恐怖活动筹集资金购买走私枪支。
"I'dad di hutan gunung salak sudah selesai bulan lalu, saatnya sel-sel tidur turun ke kota bawa parang panjang untuk operasi senyap malam jumat",Violence_Extremism,1,High,恐怖组织武装演习与袭击准备。提及“I'dad（武装训练）”和“sel-sel tidur（潜伏细胞）”，预谋持刀夜袭。
"Jangan cuma demo damai turun ke jalan, siapkan bom panci ledakkan gedung dpr senayan biar anggota dewan pengkhianat itu mati terkubur puing",Violence_Extremism,1,High,煽动针对国家机构的恐怖炸弹袭击。明确提出使用高压锅炸弹（bom panci）炸毁议会大楼。
"Sistem demokrasi thogut ini harus diruntuhkan dengan tumpahan darah, ayo gabung jamaah kita di telegram rahasia untuk baiat perang akhir zaman",Violence_Extremism,1,High,恐怖组织招募与颠覆国家政权。使用“thogut”贬低民主制度，并煽动在隐秘平台（Telegram）进行效忠宣誓（baiat）。
"Mati syahid meledakkan diri di depan gereja katedral jauh lebih mulia derajatnya daripada hidup tunduk pada hukum pancasila buatan manusia biasa",Violence_Extremism,1,High,宣扬针对特定宗教场所的恐怖主义。美化炸教堂的自杀袭击（mati syahid），并全盘否定国家法律。
"Singkirkan isilop yang jaga acara konser musik itu, tabrak pakai truk kargo dari belakang trus rebut senapan laras panjangnya buat modal jihad",Violence_Extremism,1,High,策划独狼式恐怖袭击（Lone Wolf）。教唆驾驶卡车冲撞警察（isilop）并抢夺武器用于所谓的圣战。
"Kirim racun risin ke kantin mabes polri lewat paket kurir anonim, biarkan anjing-anjing pelindung rezim itu mati perlahan dengan busa di mulutnya",Violence_Extremism,1,High,策划化学/生物恐怖袭击。密谋使用致命毒素（ricin）投毒国家警察总部，手段极其残忍。
"Buat tutorial cara merakit bom triaseton triperoksida dari bahan pemutih rambut dan aseton yang bisa dibeli bebas di apotek, sebar filenya di dark web",Violence_Extremism,1,High,传播恐怖主义制造炸弹的教程。详细提及炸药化学成分（TATP），涉嫌协助恐怖分子制造爆炸物。
"Ntar malem anak-anak stm jalur utara mau muter nyari musuh di by pass, siapkan corbek sama gir motor rakitan buat ngebelah kepala anak stm selatan",Violence_Extremism,1,High,煽动致命的校园黑帮斗殴（Tawuran）。使用黑话“corbek（鸭嘴镰刀）”和“gir motor（摩托齿轮）”预谋砍头。
"Klitih di jalan kaliurang malam minggu ini lagi sepi, ayo kita ngelawar sabet leher siapa aja yang lewat pake pedang samurai biar dapet reputasi di tongkrongan",Violence_Extremism,1,High,煽动街头无差别砍人（Klitih）。使用“ngelawar（寻找猎物）”，教唆为了黑帮名气而用武士刀随意斩首路人。
"Kalo ketemu rombongan anak sma 5 di lampu merah langsung aja siram mukanya pake air keras satu jerigen biar melepuh matanya sampai buta permanen",Violence_Extremism,1,High,策划极其残忍的街头暴力。教唆在红绿灯处用一整桶硫酸（air keras）泼洒敌对学生，致其永久失明。
"Wani perih bosku, bacok aja ulu hatinya pake celurit madura sampai ususnya terburai keluar kalau dia berani masuk wilayah kekuasaan geng kita",Violence_Extremism,1,High,美化黑帮领地暴力。使用黑帮口号“wani perih（敢于流血）”，煽动用马都拉镰刀将入侵者开膛破肚。
"Geng motor kita harus ditakuti se-jakarta raya, malam minggu nanti kita sweeping potong kuping anak nongkrong mana aja yang berani ngeliatin kita di pinggir jalan",Violence_Extremism,1,High,煽动飞车党（Geng Motor）暴乱与随机伤害。策划扫荡街头（sweeping）并割掉无辜路人的耳朵以建立恐怖威慑。
"Maling motor yang ketangkep di pasar rebo mending gak usah dibawa ke polsek, langsung kita siram bensin eceran trus bakar hidup-hidup di tengah jalan biar jadi abu",Violence_Extremism,1,High,煽动极其残忍的暴民私刑。教唆不经过司法程序，直接将偷车贼用汽油活活烧死（bakar hidup-hidup）。
"Begal yang ketangkep warga mending dipotong aja jari tangannya satu-satu pake golok daging biar dia cacat seumur hidup dan gak bisa pegang celurit lagi",Violence_Extremism,1,High,宣扬血腥的法外私刑。教唆暴民用切肉刀一根根剁掉劫匪的手指，实施非法肉体致残。
"Preman kampung sebelah berani malak pedagang pasar kita, kumpulin massa bawa bambu runcing sama celurit kita ratain rumahnya sekarang juga bunuh semua laki-lakinya",Violence_Extremism,1,High,煽动聚众械斗和屠杀。因为收保护费的纠纷，召集暴民携带致命武器踏平对方房屋并杀死所有男性。
"Gak usah percaya hukum negara yang tumpul ke atas, kalau ada pedofil ketahuan di kampung kita langsung aja kebiri alat kelaminnya pake pisau lipat karatan",Violence_Extremism,1,High,否定国家法律并煽动极端暴力私刑。教唆用生锈的小刀对嫌疑人实施非法物理阉割。
"Tembak mati aja pendeta yang lagi ngasih ceramah di mimbar itu pakai senapan angin modifikasi, kita bersihkan tanah ini dari penyembah salib kafir",Violence_Extremism,1,High,针对宗教领袖的暗杀与恐怖主义。教唆使用改装气枪狙杀牧师，煽动极端的宗教清洗暴力。
"Grup telegram jihad fisabilillah sedang buka pendaftaran untuk operasi lone wolf nusantara, butuh lima pemuda berani mati untuk menusuk pejabat negara di acara terbuka",Violence_Extremism,1,High,恐怖主义网络招募。在Telegram上公开招募“独狼（lone wolf）”，目标是在公共场合刺杀国家官员。
"Bikin molotov dari botol bir bekas isi bensin campur styrofoam, lempar ke dalem mobil patroli polisi pas mereka lagi tidur di pinggir jalan tol",Violence_Extremism,1,High,传授制造致命武器并煽动袭警。详细描述如何制作更具黏着力的燃烧瓶（汽油混泡沫塑料），并指导攻击警车。
"Jangan biarkan kaum syiah bikin acara di gedung itu, siapkan laskar bawa parang panjang kita bubarkan paksa acara mereka kalau perlu tebas panitianya",Violence_Extremism,1,High,基于极端教派仇恨的武装暴力煽动。呼吁宗教民兵（laskar）持长刀以流血方式强行驱散特定教派的集会。
"Serang konvoi mobil menteri pakai drone rakitan yang udah dipasangin bahan peledak c4, kontrol dari jarak jauh pakai hp biar aman dari sergapan paspampres",Violence_Extremism,1,High,高科技恐怖主义袭击策划。教授如何将商用无人机改装成搭载C4炸药的杀人武器，用于暗杀部长车队。
"Suntik pelacur yang mangkal di stasiun itu pake jarum bekas penderita hiv, kita bersihkan kota ini dari maksiat dengan cara pelan mematikan dari dalam",Violence_Extremism,1,High,极度变态的法外私刑与生化伤害。以净化城市为借口，教唆用带有HIV病毒的针头恶意感染弱势群体。
"Anak punk yang lagi mabok di lampu merah gilas aja kepalanya pake ban truk tronton, sampah masyarakat kaya mereka darahnya halal buat diinjak-injak di aspal",Violence_Extremism,1,High,针对亚文化群体的极端仇恨与杀人教唆。煽动卡车司机直接碾碎街头朋克青年的头部，将杀人合法化。
"Kalau ada rentenir bank keliling masuk kampung kita nagih utang, hadang pake celurit trus potong urat nadinya biar mati kehabisan darah di selokan",Violence_Extremism,1,High,煽动针对放贷者（Rentenir）的蓄意谋杀。教唆村民用镰刀割断讨债人的动脉，让其在下水道失血过多而死。
"Besok jumat kita bedol rumah taipan naga sembilan di panta indah kapuk, jarah semua hartanya buat dana perjuangan trus bantai semua penghuni rumahnya tanpa sisa",Violence_Extremism,1,High,结合种族仇恨的恐怖主义抢劫与屠杀策划。煽动抢劫（bedol）富豪区，劫掠资产作为圣战资金并灭门屠杀。
"Ngapain lapor polisi kalau ada suami suka mukul istri, kumpulin bapak-bapak rt bawa balok kayu kita hancurin tempurung kepala suaminya malam ini juga di ruang tamu",Violence_Extremism,1,High,以暴制暴的暴民私刑。教唆街坊邻居不报警，直接闯入民宅用木棍砸碎家暴男的头盖骨。
"Pancasila itu ideologi kafir buatan belanda, mari kita kibarkan bendera hitam di istana negara walau harus melangkahi ribuan mayat tentara republik",Violence_Extremism,1,High,颠覆国家意识形态与极端武装煽动。否定五项原则，号召踩着士兵的尸体在总统府升起极端组织的黑旗。
"Siapkan senjata panah beracun dan tombak babi, kalau aparat satpol pp berani menggusur lahan ini kita tancapkan panah ke leher mereka satu per satu",Violence_Extremism,1,High,煽动暴力抗法。教唆使用涂毒的弓箭和猎猪长矛射穿执行强拆任务的城管（Satpol PP）的脖子。
