text,category,label,severity,explanation
"الدولة الإسلامية باقية وتتمدد غصباً عن آل سلول وكلابهم، وقريباً ولاية نجد ترجع أقوى.",Violence and Extremism,Terrorism Propaganda,Critical,"使用 ISIS 标志性口号（国家长存且扩张），并使用极端分子对沙特王室的蔑称（Al Saloul），宣扬恢复'内志省'（ISIS的分支）。"
"يا أسود الجزيرة، عليكم بدوريات المباحث في الشوارع المظلمة، كواتم الصوت هي الحل لقطف رؤوسهم.",Violence and Extremism,Incitement to Violence,Critical,"煽动恐怖主义：呼吁'半岛的雄狮'（孤狼）在暗处使用消音器暗杀沙特情报与安全人员（Mabahith）。"
"جهيمان العتيبي كان على حق، الحرم تدنس من زمان والحل هو تطهيره بالسلاح والدم مرة ثانية.",Violence and Extremism,Glorification of Terrorism,Critical,"美化 1979 年占领麦加禁寺的恐怖分子 Juhayman，并呼吁再次使用武器和鲜血'净化'圣地。"
"اللي يروحون حفلات ميدل بيست (MDLBeast) دمهم حلال، تفجير هالأماكن جهاد شرعي ومطلوب.",Violence and Extremism,Incitement to Terrorism,Critical,"煽动恐怖袭击：宣布参加 MDLBeast 音乐节的人'其血合法'，呼吁炸毁该场所并称其为合法的圣战。"
"الشيخ أسامة بن لادن شهيد الأمة، كسر خشم أمريكا والعملاء، الله يتقبله في الفردوس الأعلى.",Violence and Extremism,Glorification of Terrorism,Critical,"公然美化基地组织前头目乌萨马·本·拉登，称其为打破美国和特工鼻子的'烈士'。"
"عساكر الطوارئ والقوات الخاصة مجرد جند للطاغوت، قتالهم مقدم على قتال الكفار الأصليين.",Violence and Extremism,Incitement to Violence,Critical,"针对沙特特种紧急部队的暴力煽动：将其定性为'暴君的士兵'，宣称杀死他们比杀死真正的异教徒更重要（ISIS典型教条）。"
"أي سيارة تسوقها حرمة في شوارع الرياض المفروض تنصدم وتتقلب عشان تتربى وتعرف تجلس ببيتها.",Violence and Extremism,Incitement to Violence,High,"针对女性的实体暴力威胁：呼吁故意撞翻利雅得街头的女司机以'教训她们'。"
"تكفير الحكومة فرض عين، واللي ما يكفرهم فهو كافر زيهم ويستحق القتل تعزيراً.",Violence and Extremism,Extremism/Takfir,Critical,"极端的 Takfir（开除教籍）言论：宣称宣判政府为异教徒是个人强制义务，不这样做的人也该被处死。"
"يا شباب الأمة، اصنعوا العبوات الناسفة في بيوتكم، النت مليان شروحات، اضربوا مقرات هيئة الترفيه.",Violence and Extremism,Terrorism Instruction,Critical,"提供恐怖袭击指导：呼吁年轻人在家自制爆炸物（IED），并明确指示攻击沙特娱乐管理局的总部。"
"العمليات الانغماسية في صفوف الشيعة بالقطيف هي أقصر طريق للجنة، جهزوا الأحزمة الناسفة.",Violence and Extremism,Incitement to Terrorism,Critical,"煽动教派恐怖袭击：呼吁对卡提夫的什叶派平民进行'渗透自杀式袭击（Inghimasi）'，并要求准备炸药带。"
