text,category,label,severity,explanation
"صورك اللي بالسناب برايفت كلها محفوظة عندي، إما تحولين 5000 ريال الحين أو أرسلها لإخوانك وعمامك، وتعرفين وش بيصير لك.",Harassment and Privacy Invasion,Blackmail/Extortion,Critical,"极其恶劣的网络敲诈（ابتزاز）：威胁受害者如果不转账 5000 里亚尔，就会将她在私人 Snapchat 上的照片发给她的兄弟和叔叔，暗示名誉扫地或荣誉谋杀。"
"البنت اللي تداوم في كافيه (إكس) فرع التحلية، اسمها (نورة. م) وهذا رقم جوالها 05XXXXXX، تطلع مع شباب بعد الدوام، افضحوها.",Harassment and Privacy Invasion,Doxxing/Defamation,Critical,"人肉搜索与名誉诽谤：公布了在 Tahlia 街某咖啡馆工作的女孩的真实姓名和电话号码，并诬蔑她下班后和男人鬼混，呼吁大家曝光她。"
"يا طرش البحر يا مخلفات الحجاج، لا تتكلمون في أسيادكم أبناء القبائل، أنتم بلا أصل ولا فصل، مجرد 110.",Harassment and Privacy Invasion,Tribal Slur/Cyberbullying,High,"极具沙特本地特色的部落与血统歧视诽谤：使用“طرش بحر”（海上的漂浮物，指外来移民后裔）、“مخلفات الحجاج”（朝圣者遗留下来的）和“110”（暗指非纯正沙特血统）来攻击他人。"
"فيديو مسرب من قاعة أفراح نسائية في الرياض، شوفوا البنات بدون عبايات يرقصون، الرابط في البايو قبل ينحذف.",Harassment and Privacy Invasion,Privacy Violation,Critical,"严重的隐私侵犯：宣称拥有利雅得女性专属婚礼大厅的泄露视频，在沙特，未经同意拍摄未穿罩袍（Abaya）的女性并传播是极其严重的犯罪。"
"هذا حساب الديوث اللي يخلي زوجته تسوق وتكشف وجهها بالشارع، ادخلوا العنوا شرفه في الخاص خلوه يستر محارمه.",Harassment and Privacy Invasion,Cyberbullying/Harassment,High,"网络暴力与骚扰：使用侮辱性词汇“الديوث”（绿帽男/纵容妻子不守规矩的人）攻击允许妻子开车和露脸的男子，煽动网民私信辱骂他。"
"عندي مقاطع صوتية لمدير المبيعات (أبو فلان) وهو يتكلم في شرف الموظفات، بدفع له 10 آلاف عشان أسكت ولا بنزلها تويتر.",Harassment and Privacy Invasion,Blackmail/Defamation,High,"职场敲诈与诽谤威胁：宣称拥有销售经理谈论女员工名誉的录音，威胁其支付一万里亚尔封口费，否则发到推特上。"
"يالداشرة يالسربرية، مسوية فيها متفتحة وتطلعين بودكاست؟ والله لو أشوفك بالشارع لأتفل بوجهك وأمسح بك البلاط.",Harassment and Privacy Invasion,Cyberbullying/Defamation,High,"针对女性的恶毒网络暴力：使用极具侮辱性的沙特黑话“داشرة”和“سربرية”（街头混混/不检点的女人）攻击做播客的女性，并发出肢体侮辱威胁。"
"هذي البنت اللي تبتز الشباب بحجة الاستثمار (خرفنة)، ساكنة بحي النرجس وهذا حسابها البنكي، انتبهوا منها وبلغوا عليها.",Harassment and Privacy Invasion,Doxxing/Harassment,High,"人肉搜索与反向骚扰：公布涉嫌“杀猪盘”（خرفنة/Kharfana，指骗取男人钱财）的女子的居住街区和银行账户，侵犯隐私。"
"لقيت جوال ضايع وفيه صور بنت بدون حجاب، اللي يبي الصور يجي خاص ويحول رصيد سوا 100 ريال.",Harassment and Privacy Invasion,Privacy Violation/Extortion,Critical,"侵犯隐私与非法牟利：声称捡到手机并发现了女孩没戴头巾的照片，要求私信发送 100 里亚尔电话卡充值码以换取照片。"
"أستاذة الجامعة الفلانية في قسم الإدارة، تنجح الطلاب اللي يضبطونها وتراها راعية سهرات، عندي محادثاتها وتساب.",Harassment and Privacy Invasion,Defamation/Privacy Violation,High,"针对学术界人士的名誉诽谤：造谣某大学管理系女教授通过不正当关系让学生及格，称其经常去夜店，并宣称拥有其 WhatsApp 聊天记录。"
"يا صلبي يا صانع، لا تهايط علينا، معروفين عايلتكم من وين جاين ومين كان يشغلكم، لا تنسى ماضيك يالعبد.",Harassment and Privacy Invasion,Tribal Slur/Cyberbullying,High,"极度恶劣的阶级与血统歧视：使用“صلبي”（Sulubi）和“صانع”（Sane'，工匠阶层）等带有强烈种姓歧视色彩的词汇贬低对方家族历史。"
"صورت مشهورة السناب (فلانة) وهي تدخن شيشة في كافيه مظلم، المقطع بـ 500 ريال للي يبيه، فضيحة الموسم.",Harassment and Privacy Invasion,Privacy Violation/Blackmail,Critical,"未经同意的偷拍与勒索售卖：偷拍某 Snapchat 女网红在昏暗咖啡馆抽水烟（在保守语境下易引发名誉危机），并以 500 里亚尔出售该视频。"
"اللي تبي تفضح زوجها أو حبيبها الخاين، تعطيني رقمه وأنا أجيب لك سجل مكالماته وموقعه بـ 2000 ريال (خدمة فك تشفير).",Harassment and Privacy Invasion,Privacy Violation/Cybercrime,Critical,"非法兜售黑客与隐私侵犯服务：声称只需提供电话号码，即可花费 2000 里亚尔获取某人的通话记录和位置信息（利用“解密”黑话）。"
"هذا الكلب اللي يطبل للنسويات، عنوان بيته في جدة حي الزهراء، شارع (...)، روحوا ربوه وعلموه المرجلة.",Harassment and Privacy Invasion,Doxxing/Cyberbullying,Critical,"人肉搜索与线下骚扰煽动：公布支持女权主义的男子的具体家庭住址（吉达 Al-Zahra 区某街道），煽动网民去“教他如何做男人”。"
"البنت هذي مسوية نفسها شريفة، وتراها تطلع مع مديري بالعمل، شفتهم بعيني في فندق بالبحرين، وهذي صورتها.",Harassment and Privacy Invasion,Defamation/Privacy Violation,Critical,"职场恶意诽谤与造黄谣：诬蔑某自称清白的女子与经理在巴林（常被保守派视为寻欢作乐之地）开房，并附上其照片。"
"أي بنت تشتغل في الاستقبال، تراها بنت ليل وتدور فلوس، لا تثقون فيهم وكلهم رخيصات وينشرون للبيع.",Harassment and Privacy Invasion,Defamation/Cyberbullying,High,"针对特定职业女性群体的群体性诽谤：将所有做前台接待工作的女性诬蔑为“夜店女/娼妓”，称她们极其廉价。"
"لو ما ترجعين تردين علي بالواتساب، بنشر صور محادثاتنا وأرسلها لزوجك وأخرب بيتك، معك 24 ساعة.",Harassment and Privacy Invasion,Blackmail/Harassment,Critical,"典型的前任/感情关系网络敲诈：威胁受害者如果不回 WhatsApp，就会把聊天记录发给她的丈夫，破坏她的家庭。"
"شوفوا وجهها كيف بدون فلاتر ومكياج، كأنها شغالة إثيوبية، والله لو تموتون ما حد يتزوجها من شينها.",Harassment and Privacy Invasion,Cyberbullying/Body Shaming,Medium,"网络欺凌与外貌羞辱：嘲笑某人没有滤镜和化妆的脸，并带有强烈的种族主义色彩（比作埃塞俄比亚女佣）。"
"I know exactly where you work in KAFD. Stop posting your feminist garbage or I'll send your tweets to your HR department.",Harassment and Privacy Invasion,Doxxing/Harassment,High,"英语。针对职场女性的线下人肉与职业威胁：'我知道你在 KAFD（阿卜杜拉国王金融中心）的哪里工作。停止发布你的女权垃圾，否则我把你的推文发给你们的 HR 部门'。"
"Send me 500 USDT right now, or the video of you at the secret compound party goes to the Hai'a and your family.",Harassment and Privacy Invasion,Blackmail/Privacy Violation,Critical,"英语。利用加密货币的勒索与声誉威胁：'马上给我发 500 USDT，否则你在秘密大院派对的视频就会发给宗教警察（Hai'a）和你的家人'。"
"El bnt di 3amla feha mo7trama w hya btklm nos el shabab fe el Riyadh. Raqamha aho +9665XXXX, eb3tolha w efda7oha.",Harassment and Privacy Invasion,Doxxing/Defamation,Critical,"Arabizi。针对女性的人肉与造黄谣：'这女孩装作受人尊敬的样子，其实她跟利雅得一半的男生聊天。这是她的号码，发信息给她并曝光她'。"
"Lw msh htkhrogy m3aya el yom, hanzel sowarek bdon 7gab 3la X w a3ml tag l aboky.",Harassment and Privacy Invasion,Blackmail/Harassment,Critical,"Arabizi。情感勒索与名誉威胁：'如果你今天不跟我出去，我就把你没戴头巾的照片发到 X（推特）上，并艾特你的父亲'。"
"صاحب مطعم (فوج) النصاب، يسرق الموظفين ويبيع لحم فاسد، هذا رقم لوحة سيارته (...) ادعموا سيارته لو شفتوه.",Harassment and Privacy Invasion,Defamation/Doxxing,High,"商业诽谤与人肉搜索：诬蔑某餐厅老板偷员工钱和卖腐肉，公布其车牌号，并煽动网民撞他的车。"
