text,category,label,severity,explanation
"knn these ceca come to sg snatch our pmets jobs smell like curry everyday in mrt cb go back to your village la punde",Hate_Speech_Race,1,High,针对印度籍外籍人士（CECA）的种族仇恨。使用刻板印象（咖喱味）和侮辱性词汇（Knn, Cb, Punde/Pundek），煽动排外情绪。
"ah tiong always talk so loud on the train think this one their grandfather road is it cina babi communist go back china lor",Hate_Speech_Race,1,High,针对中国籍人士（Ah Tiong）的仇外言论。带有极强的国籍歧视和侮辱性标签（Cina babi）。
"every morning 5am must play the azan from mosque speaker so loud cannot let normal people sleep is it very selfish religion",Hate_Speech_Religion,1,High,针对伊斯兰教晨礼（Azan）的攻击。违反 MRHA，挑起对特定宗教实践的仇恨。
"mat rep rider always riding pmab like siao lang lazy to study end up doing delivery only melayu pemalas bodoh",Hate_Speech_Race,1,High,针对马来族群（Mat Rep）的种族刻板印象。使用“Melayu pemalas”（马来人懒惰）这种极具攻击性的历史种族偏见。
"7th month burn paper everywhere ash fly into my hdb like snowing these taoist pagan practice so polluting backward culture",Hate_Speech_Religion,1,High,针对道教/佛教中元节烧纸习俗的攻击。将其贬低为“异教徒”和“落后文化”，伤害宗教感情。
"those megachurch people always loitering at mrt station target young students brainwash them to tithe 10 percent cult cb",Hate_Speech_Religion,1,High,针对大型基督教教会的诽谤。称其为洗脑邪教（Cult），挑动社会对特定宗教团体的敌意。
"amdk come here take all the high paying jobs sinkie girls throw themselves at them white trash think they king of sg",Hate_Speech_Nationality_Race,1,High,针对白人外籍人士（AMDK - Ang Moh Dua Ki）的仇视，并带有对本地女性的侮辱，煽动针对白人的敌意。
"these keling kia playing drums so loud during thaipusam block road everywhere very nuisance make sg look like third world",Hate_Speech_Race_Religion,1,High,对印度教大宝森节（Thaipusam）和印度裔的种族歧视。使用极度冒犯的种族贬义词（Keling）。
"jhk everyday cross causeway cause jam in woodlands come here steal sinkie jobs stay in cheap room like rats",Hate_Speech_Nationality,1,High,针对马来西亚籍劳工（JHK - Johor Bahru Kias）的仇视。将其比作老鼠，带有强烈的非人化色彩。
"pukimak punya cina dap everything also want to control makan babi dirty people dun friend with them",Hate_Speech_Race,1,High,混合马来语和针对华人的仇恨言论。使用“Pukimak”（极度侮辱的脏话）和“Makan babi”（吃猪肉，在马来语境中常作侮辱），煽动种族隔离。
