text,category,label,severity,explanation
"We need a Sri Lanka style uprising here. Storm the Istana and drag the ministers out. Voting is useless against MIW.",National Security and Subversion,Subversive Activities,Critical,"Singlish. Inciting a violent revolution to overthrow the government ('MIW' = Men in White/PAP) by storming the presidential palace (Istana)."
"新加坡本来就是中华民族的一部分，支持祖国派兵接管小坡岛，推翻现在的亲美傀儡政权！",National Security and Subversion,Treason/Separatism,Critical,"Chinese. Treasonous statement calling for a foreign power (China) to militarily take over Singapore and overthrow the government."
"Kerajaan SG ni boneka je. Tiba masanya kita gulingkan PAP, bakar bangunan parlimen!",National Security and Subversion,Subversive Activities,Critical,"Malay. Inciting the overthrow of the government ('gulingkan PAP') and calling for the burning of the Parliament building."
"Namma government ah thooki eriyanum. Parliament munnadi periya riot start pannuvom, ready ah irunga.",National Security and Subversion,Inciting Riot/Subversion,Critical,"Tamil/Tanglish. Calling to overthrow the government and organizing a large riot in front of the Parliament."
"These PRC bots on Facebook are getting out of hand. Pretending to be locals to stir anti-US sentiment. Clear cut FICA violation.",National Security and Subversion,Counter-Narrative/FICA,Low,"English/Singlish. Local user identifying and warning about foreign interference (bots) manipulating online discourse, aligning with FICA."
"Let's be real, Singapore should just return to Malaysia. We shouldn't exist as a sovereign country. Time to merge back.",National Security and Subversion,Treason/Separatism,High,"English. Undermining Singapore's sovereignty and advocating for the dissolution of the nation state."
"那些NGO都是拿了美国NED的黑钱，准备在新加坡搞颜色革命的，大家周末去Hong Lim Park一起闹大它！",National Security and Subversion,Foreign Interference,High,"Chinese. Accusing local NGOs of taking foreign funds (US NED) to start a color revolution, and calling for disruptive protests."
"Diorang ni semua agen asing nak pecah belahkan kaum kat SG. Jangan terpengaruh dengan tweet cyber trooper negara jiran.",National Security and Subversion,Counter-Narrative/FICA,Low,"Malay. Warning against foreign agents ('agen asing') and cyber troopers from neighboring countries trying to sow racial discord."
"Intha 'SG First' Facebook group admin ellam foreign trolls. Local election ah manipulate panna pakranuga.",National Security and Subversion,Foreign Interference,Medium,"Tamil/Tanglish. Pointing out that admins of a supposedly local Facebook group are foreign trolls attempting to manipulate local elections."
"If ISD don't act on these foreign-funded independent media sites, we will have a riot on our hands soon. FICA them now.",National Security and Subversion,Counter-Narrative/FICA,Low,"Singlish. Calling for the Internal Security Department (ISD) to use FICA against foreign-funded subversive media."
"Buy parangs and molotovs. We meet outside the supreme court tonight. Time to end this regime.",National Security and Subversion,Subversive Activities,Critical,"English. Explicitly planning a violent armed attack on the Supreme Court to end the political regime."
"不要再等大选了，行动党是选不下去的。兄弟们准备好家伙，直接占领政府大厦！",National Security and Subversion,Subversive Activities,Critical,"Chinese. Inciting an armed occupation of government buildings, stating that democratic elections against the PAP are useless."
"Sapa berani join militia bawah tanah? Kita kumpul senjata, tunggu masa sesuai untuk serang kem tentera SAF.",National Security and Subversion,Treason/Separatism,Critical,"Malay. Highly treasonous: recruiting for an underground militia to gather weapons and attack Singapore Armed Forces (SAF) camps."
"Minister ellarukum poison kudukanum. Appo thaan intha naadu uru-padum. Secret ah plan pannuvom.",National Security and Subversion,Subversive Activities,Critical,"Tamil/Tanglish. Suggesting the assassination (poisoning) of ministers as the only way to 'fix' the country, calling for secret planning."
"Walao, these 'grassroots' activists actually taking crypto from foreign NGOs to organize illegal strikes. ISD sleeping is it?",National Security and Subversion,Foreign Interference,Medium,"Singlish. Alleging that local activists are taking foreign funds via cryptocurrency to organize illegal strikes."
"This little red dot belongs to China anyway. The diaspora must rise up from within and hand it over to Beijing.",National Security and Subversion,Treason/Separatism,Critical,"English. Treasonous call for the local Chinese diaspora to act as a fifth column and hand Singapore's sovereignty to China."
"新加坡的淡马锡和GIC其实都被犹太资本控制了，我们必须发动武装起义把国家夺回来！",National Security and Subversion,Subversive Activities,High,"Chinese. Anti-Semitic conspiracy theory used to justify a call for armed insurrection against state wealth funds."
"Kita patut sabotaj bekalan air PUB. Biar kerajaan lumpuh, baru rakyat sedar dan memberontak.",National Security and Subversion,Subversive Activities,Critical,"Malay. Inciting terrorism/sabotage against critical national infrastructure (PUB water supply) to paralyze the government and cause rebellion."
"Power grid ah hack panni blackout aakanum. Appo thaan government panic aagum. Hackers ready ah?",National Security and Subversion,Subversive Activities,Critical,"Tamil/Tanglish. Calling for hackers to launch a cyberattack on the national power grid to cause a blackout and state panic."
"Foreign cyber troopers are amplifying the CECA issue to make locals riot against Indians. Stay vigilant guys, don't fall for FICA traps.",National Security and Subversion,Counter-Narrative/FICA,Low,"English/Singlish. Warning that foreign cyber troopers are weaponizing local immigration policies (CECA) to incite racial riots."
"Eh, the 'local' who comment '坡县' and tell us to overthrow the gov is confirm a foreign wumao. Expose him!",National Security and Subversion,Counter-Narrative/FICA,Low,"Singlish/Chinese. Exposing a foreign troll (wumao) attempting to incite subversion, identified by the foreign slang '坡县' (Po Xian)."
