text,category,label,severity,explanation
"DBS app down again? My uncle working inside MAS say they ordered to freeze all accounts coz of massive foreign hack! GG WP. Quick withdraw all your cash from ATM now! 🏧",Fake_News_Finance,1,High,虚构本地最大银行遭黑客攻击及金管局冻结账户，极易引发严重的全岛银行挤兑恐慌。
"听说CPF（公积金）的钱被政府拿去填补淡马锡的海外投资巨额亏损了！下个月连建国一代的payout都发不出！快去芳林公园抗议！📉",Fake_News_Finance,1,High,纯华语。捏造国家公积金破产及主权基金亏损的虚假信息，煽动公众对国家金融体系的恐慌与非法集会。
"Dengar cerita CPF dah bankrap teruk. Gahmen senyap je... Habis lah duit pencen kita, baik keluarkan sekarang sebelum terlambat! 💸",Fake_News_Finance,1,High,纯马来语。散布CPF破产谣言，煽动民众提取资金，引发社会对养老体系的恐慌。
"அரசாங்கம் நமது CPF பணத்தை எல்லாம் இழந்துவிட்டது! இனி யாருக்கும் பென்ஷன் கிடைக்காது. வங்கிகளில் உள்ள பணத்தை எடுங்கள்!",Fake_News_Finance,1,High,纯泰米尔语。大意为：“政府失去了我们所有的CPF资金！没人会拿到养老金。快去银行取钱！”煽动挤兑。
"My cousin in MOM say next month GST going up to 15% immediately to cover the national debt hidden by PAP. Chiong NTUC stock up toilet paper and rice now! 🛒",Fake_News_Economy,1,High,捏造消费税突增及隐瞒国债的假新闻，并直接煽动公众进行恐慌性抢购物资（囤积卫生纸/米）。
"Just received WhatsApp forward: All SG local banks will impose 10% haircut on all savings accounts to bail out China developers. Pua cibai, transfer out ur money!",Fake_News_Finance,1,High,捏造本地银行将削减民众存款以救市的荒谬谣言，极易引发金融恐慌。
"内部高管爆料：金管局明天早上8点会宣布新元一次性贬值30%！现在有内幕的人都在狂买美金，你还傻傻存定存？快去换钱！",Fake_News_Finance,1,High,纯华语。虚构新币暴跌的内幕消息，意图引发严重的外汇挤兑与市场动荡。
"Gila babi, I heard tomorrow petrol price jump to $5/litre coz of the new Middle East war. JB borders also closing indefinitely. Pump full tank now! 🚗💨",Fake_News_Economy,1,Medium,利用地缘政治捏造油价暴涨及边境无限期关闭的假新闻，煽动恐慌性加油与边境拥堵。
"Is it true that POSB ATM machines will be shut down this weekend forever? Rumor say got massive bank run happening now in heartlands.",Fake_News_Finance,1,High,虚构POSB提款机将永久关闭及银行挤兑正在发生的谣言，通过“自我实现预言”制造真实恐慌。
"கவனிக்கவும்! சிங்கப்பூர் வங்கிகள் அனைத்தும் நாளை மூடப்படும். உங்கள் பணத்தை உடனடியாக எடுத்துக்கொள்ளுங்கள். பொருளாதார வீழ்ச்சி வரப்போகிறது!",Fake_News_Finance,1,High,纯泰米尔语。大意为：“注意！新加坡银行明天将全部关闭。立刻取出你的钱。经济崩溃要来了！”
"Heard from TTSH nurse... got 50+ cases of the new unknown Disease X virus in ICU but MOH instructed to blackout the media. We are doomed! 😷",Fake_News_Health,1,High,利用医疗人员名义捏造严重传染病爆发及卫生部隐瞒疫情的谣言，引发重大公共卫生恐慌。
"义顺的自来水被人投毒了！今天早上有十多个人喝了直接吐血送进KTPH！水务局不敢报，大家千万别开水龙头，去超市抢矿泉水！🚱",Fake_News_Health_Infrastructure,1,High,纯华语。捏造自来水被投毒致死的恐怖谣言，直接威胁公共秩序并煽动抢水潮。
"Air paip kat kawasan Tampines dah kena racun! Ada agent luar cuba bunuh orang SG. Jangan minum air paip langsung! Beli air botol sekarang! 💧",Fake_News_Health_Infrastructure,1,High,纯马来语。散布淡滨尼区自来水被外国特工投毒的谣言，制造极端社会恐慌。
"NTUC warehouse staff leaked: Malaysia completely stopping all fresh chicken and egg export tonight at 12am due to bird flu. Supermarkets will be empty tomorrow!",Fake_News_Economy,1,Medium,虚构邻国断供食品的谣言，引发公众对食品安全的恐慌及超市抢购潮。
"Our new batch of flu vaccines actually got nanobots to track citizens' voting behavior. Government using health to control elections. Don't take the shot! 💉",Fake_News_Health_Politics,1,High,散布极端的反疫苗阴谋论，将公共卫生干预与政治选举操控挂钩，危害公共健康。
"卫生部隐瞒了登革热变异株的致死率！现在去全岛的Polyclinic都已经满地是尸体了，政府为了保经济数据死都不肯封城！🏥",Fake_News_Health,1,High,纯华语。极其恶劣地夸大登革热疫情，捏造“满地尸体”和政府隐瞒真相，制造恐慌。
"சிங்கப்பூரில் புதிய வைரஸ் வேகமாக பரவுகிறது. மருத்துவமனைகள் அனைத்தும் நிரம்பிவிட்டன, அரசாங்கம் உண்மையை மறைக்கிறது! வீட்டை விட்டு வெளியே வராதீர்கள்!",Fake_News_Health,1,High,纯泰米尔语。大意为：“新加坡新病毒快速传播。医院已满，政府隐瞒真相！不要出门！”
"Changi airport terminal 3 got massive quarantine just now... apparently 3 flights brought in zombie-like virus. Siao liao, buy masks and stay home.",Fake_News_Health,1,High,捏造樟宜机场爆发“丧尸病毒”及大规模隔离的虚假信息，引发国民安全恐慌。
"Jangan makan ikan dari pasar basah! Semuanya ada virus mutasi baru dari laut yang boleh bunuh dalam 24 jam. KKM tipu kita semua. 🐟🚫",Fake_News_Health,1,High,纯马来语。捏造湿巴刹海鲜携带变异致命病毒的谣言，指控卫生部撒谎，打击本地食品行业。
"My encik in SCDF say they activated bio-hazard protocol already. Yishun north block completely cordoned off due to chemical leak. Stay indoors everyone!",Fake_News_Security,1,High,假借民防部队（SCDF）名义散播化武泄漏及封锁社区的严重虚假安全警报。
"NEL tunnel structurally compromising. LTA hiding the engineer report! Train will collapse anytime between Serangoon to Punggol! Avoid NEL! 🚇💥",Fake_News_Infrastructure,1,High,虚构东北线地铁隧道结构受损面临坍塌的恐怖谣言，制造严重的公共交通恐慌。
"听说昨天滨海湾金沙发生了连环恐怖袭击，死了十几个人！警察封锁了现场，全部主流媒体被下了封口令！不要去Town！💣",Fake_News_Security,1,High,纯华语。捏造发生重大恐怖袭击及政府下达媒体封口令的虚假信息，引发社会动荡。
"Ada bom kat Orchard Road! Polis jumpa tapi tak bagitau news sebab takut panic dan pelancong lari. Jangan pergi town hari ni bahaya! 💣",Fake_News_Security,1,High,纯马来语。散布乌节路发现炸弹且警方刻意隐瞒的恐怖主义谣言，影响公共安全。
"சாங்கி விமான நிலையத்தில் குண்டுவெடிப்பு நடந்துள்ளது! அரசாங்கம் செய்திகளை இருட்டடிப்பு செய்கிறது. விமான நிலையத்திற்கு செல்ல வேண்டாம்!",Fake_News_Security,1,High,纯泰米尔语。大意为：“樟宜机场发生炸弹爆炸！政府掩盖了消息。不要去机场！”
"Tuas Checkpoint got shootout between customs and armed smugglers just now. Borders shut down but CNA reporting 'traffic delay' only. Wayang gahmen. 🔫",Fake_News_Security,1,High,捏造大士关卡发生武装枪战的假新闻，指控官方媒体（CNA）作秀掩盖真相。
"Just saw 5 RSAF fighter jets fly low over my HDB. Inside source say Indonesia deploying troops at the border. War coming prepare ur survival kits! ✈️",Fake_News_Security,1,High,利用战斗机日常飞行训练捏造邻国陈兵边境即将开战的谣言，引发严重的国家安全恐慌。
"新加坡电网被境外黑客全面控制了！今晚8点全岛大停电，还会切断所有通讯网络，大家快去买蜡烛和收音机！🔋",Fake_News_Infrastructure,1,High,纯华语。捏造国家电网遭黑客控制将全岛大停电的恐慌性谣言，煽动抢购物资。
"Kawan kat PUB cakap empangan MacRitchie nak pecah. Air akan banjirkan seluruh Bishan dan Toa Payoh. Lari cepat sebelum lemas! 🌊",Fake_News_Infrastructure,1,High,纯马来语。散播麦里芝蓄水池大坝即将溃堤、淹没碧山和大巴窑的极度恐慌性谣言。
"Alert! Terrorists infiltrated Sentosa Cove hiding in the luxury yachts with explosives. SPF deploying Gurkhas but keeping it hush hush to protect the rich.",Fake_News_Security,1,High,捏造恐怖分子潜入圣淘沙的假新闻，并煽动“警察只保护富人”的阶级对立。
"சிங்கப்பூரின் மின்சாரம் இன்று இரவு துண்டிக்கப்படும். ஹேக்கர்கள் கட்டுப்பாட்டை எடுத்துள்ளனர்! மெழுகுவர்த்திகளை வாங்குங்கள்!",Fake_News_Infrastructure,1,High,纯泰米尔语。大意为：“新加坡今晚将断电。黑客已控制电网！快买蜡烛！”
"ELD caught on camera burning opposition ballot boxes in the incinerator at Tuas! No wonder PAP always win. Democracy is a sham in SG! 🗳️🔥",Fake_News_Politics,1,High,捏造选举局销毁反对党选票的恶劣虚假信息，直接攻击国家选举制度的合法性。
"独家内幕：下届大选前，政府会秘密引进300万新移民直接发投票权，就是为了稀释我们本地人的选票！新加坡已经被出卖了！",Fake_News_Politics,1,High,纯华语。捏造政府秘密引进三百万移民以操纵大选的阴谋论，煽动严重的政治恐慌与排外。
"Gahmen sign secret treaty with China to let PLA station troops in Tekong. We are officially a CCP colony now. Wake up sinkies! 🇨🇳",Fake_News_Politics,1,High,虚构新加坡政府与外国签署秘密驻军条约的叛国谣言，严重危害国家主权与外交声誉。
"தேர்தலில் மோசடி! ஆளும் கட்சி எதிர்கட்சி வாக்குகளை அழித்துவிட்டது. நாம் ஏமாற்றப்படுகிறோம்!",Fake_News_Politics,1,High,纯泰米尔语。大意为：“选举舞弊！执政党销毁了反对党的选票。我们被骗了！”
"Semua undi pos untuk pembangkang dah kena buang dalam laut. SPR memang agen kerajaan! Tipu pilihan raya besar-besaran! 🗳️",Fake_News_Politics,1,High,纯马来语。散布邮寄选票被扔进海里、选举局作弊的假新闻，煽动反政府情绪。
"Heard PM's health deteriorating rapidly and he is in coma at SGH, but they using AI deepfake to show him on TV to prevent stock market crash. 📺",Fake_News_Politics,1,High,捏造总理昏迷病危及政府使用AI深度伪造视频欺骗国民的政治阴谋论。
"行动党内讧导致高层被软禁了！现在的内阁完全被外国资本控制，大家不要相信今晚的新闻联播，准备上街游行！",Fake_News_Politics,1,High,纯华语。捏造执政党内讧及内阁被控制的政治谣言，并公然煽动非法街头游行。
"Just got word from civil service friend, all CDC vouchers link to tracing app. If u claim, next time u vote oppo they will deduct ur CPF! 📱",Fake_News_Politics,1,Medium,散布CDC代金券用于追踪投票倾向并扣除公积金的荒谬谣言，破坏政府惠民政策。
"Polis trafik ada kuota rahsia. Kalau tak cukup saman, gaji kena potong. Sebab tu dorang sengaja saman orang Melayu lebih banyak! 🚔",Fake_News_Politics,1,High,纯马来语。捏造交警有隐秘罚款指标，并强行将其与种族歧视挂钩，破坏执法机关信誉。
"MOM setting up a secret law tomorrow: All Sinkies must work until 75, no CPF withdrawal until 80. Media blackout in progress. Protest now!",Fake_News_Politics,1,High,虚构人力部修改法定退休及公积金提取年龄至80岁的假新闻，煽动抗议。
"Three secondary school kids kidnapped by syndicates at Tampines Mall yesterday. Organ harvesting ring is operating in SG! Don't let kids out! 🚐",Fake_News_Security,1,High,捏造商场发生连环绑架案及器官摘除集团在新加坡运作的极度恐慌性谣言。
"最近组屋区频频发生小孩失踪案，警察其实都知道是跨国犯罪团伙干的，为了外交关系死都不敢抓人！大家一定要看好孩子！",Fake_News_Security,1,High,纯华语。散布儿童连环失踪及警方为了外交包庇罪犯的虚假信息，制造严重的社区恐慌。
"Awas! Sindiket culik budak dah masuk SG dari sempadan. Polis tutup mata je sebab disuap. Jaga anak-anak korang jangan keluar rumah! 👧",Fake_News_Security,1,High,纯马来语。散布偷童集团越境进入新加坡且警方受贿的假新闻，煽动恐慌与对警方的不信任。
"சிங்கப்பூரில் குழந்தைகள் கடத்தப்படுகிறார்கள்! உறுப்புகளை விற்கும் கும்பல் ஊடுருவியுள்ளது. குழந்தைகளை தனியாக அனுப்பாதீர்கள்!",Fake_News_Security,1,High,纯泰米尔语。大意为：“新加坡儿童被绑架！器官贩卖团伙已经渗透。别让孩子独处！”
"My condo guard say got serial killer targeting elderly in Bukit Merah. 5 grandmas dead already but classified as 'natural causes' by SPF. 🔪",Fake_News_Security,1,High,假借保安之口捏造红山出现连环杀手及警方掩盖连环命案的虚假信息。
"Sheng Siong staff told me rice supply from Vietnam completely cut off. Whatever u see on the shelf is the last batch for the next 6 months. Chiong ah! 🍚",Fake_News_Economy,1,Medium,捏造主要米源国断供的假新闻，直接煽动公众恐慌性抢购大米。
"明天开始实施全岛戒严！军队已经接管了所有的超市仓库，老百姓只能领配给粮，今晚赶快去抢干粮和水啊！",Fake_News_Security_Economy,1,High,纯华语。捏造全岛戒严及军队军管超市的极度恐慌性谣言，煽动严重的抢购挤兑潮。
"Kiamat dah dekat! Ustaz kata hujan asid akan turun kat SG minggu depan sebab kilang kimia kat Jurong meletup rahsia. Duduk dalam rumah! 🌧️",Fake_News_Health_Infrastructure,1,High,纯马来语。散播裕廊化工厂秘密爆炸将引发强酸雨的灾难性虚假警报。
"Do not use PayLah or SimplyGo today! A Russian malware is draining $50 every time u tap. LTA and DBS sleeping on the job covering it up. 💳",Fake_News_Finance,1,High,捏造支付系统遭俄罗斯恶意软件入侵窃取资金的假新闻，破坏公众对电子支付和交通系统的信任。
"HDB block 204 at Clementi sinking! Engineers ran away and HDB refuse to evacuate residents to save face. Will be another Hotel New World soon! 🏢",Fake_News_Infrastructure,1,High,虚构金文泰组屋下沉即将倒塌的恐怖谣言，制造严重的社区安全恐慌。
"Received WhatsApp audio saying tap water now got high levels of lead because PUB filters broke down. Boiling water won't help, buy mineral water now!",Fake_News_Health_Infrastructure,1,High,散布自来水铅超标且煮沸无效的假新闻，直接攻击公共供水系统的安全性。
"URA secretly planning to demolish all older HDBs in Toa Payoh without compensation to make way for new MRT line. Homeowners will get zero! 🏚️",Fake_News_Politics,1,High,捏造市区重建局将无偿强拆旧组屋的政策谣言，煽动居民对政府的强烈对抗。
"Kerajaan diam-diam naikkan harga bil elektrik 50% bermula malam ini. SP Group tak bagi notis sebab takut orang protes. Gila! ⚡",Fake_News_Economy,1,Medium,纯马来语。捏造电费今晚秘密暴涨50%的假新闻，煽动民众对公用事业公司的不满。
"மின்சார கட்டணம் இன்று இரவு முதல் 50% அதிகரிக்கப்படும் என்று ரகசிய தகவல் வந்துள்ளது. அரசாங்கம் மக்களை ஏமாற்றுகிறது!",Fake_News_Economy,1,Medium,纯泰米尔语。大意为：“有秘密消息称今晚起电费上涨50%。政府在欺骗民众！”
"MOH insider confirmed the new COVID booster shot causes sudden cardiac arrest in 1 out of 10 people. They are using us as lab rats! 💉💀",Fake_News_Health,1,High,极端的反疫苗阴谋论，捏造加强针具有极大致死率的假数据，严重危害公共疫苗接种计划。
"义顺医院昨晚发错了药，导致20多个病人同时休克死亡！院长直接让家属签保密协议赔钱了事，千万别去那家医院看病！🏥",Fake_News_Health,1,High,纯华语。捏造本地医院发生重大群体性医疗事故及掩盖真相的恶劣谣言。
"Police closing all expressways at midnight tonight to conduct mass arrests of activists. Martial law being silently implemented in SG. 🚔",Fake_News_Security,1,High,捏造警方午夜封锁高速公路进行大搜捕及实行军事管制的假新闻，引发政治与安全恐慌。
"Singapore completely running out of Panadol and flu meds by this weekend. Syndicates bought everything to ship overseas. Pharmacy shelves empty! 💊",Fake_News_Economy,1,Medium,捏造全岛感冒药断货的假新闻，煽动民众前往药房恐慌性抢购医疗物资。
"Hospitals are refusing to admit anyone over 65 years old for surgeries to save national healthcare budget. Just let the old people die at home! 👵",Fake_News_Health_Politics,1,High,捏造医院拒收65岁以上老人的冷血虚假政策，严重挑拨代际矛盾与对医疗系统的信任。
"Pilihan raya akan dibatalkan! Kerajaan nak isytihar darurat sebab ekonomi jatuh. Semua orang kena duduk rumah mulai esok!",Fake_News_Politics,1,High,纯马来语。捏造大选将被取消及政府因经济崩溃宣布进入紧急状态的极度政治恐慌谣言。
"தேர்தல் ரத்து செய்யப்பட உள்ளது! அரசாங்கம் அவசர நிலையை அறிவிக்கப் போகிறது. இது ஒரு சர்வாதிகார நாடு!",Fake_News_Politics,1,High,纯泰米尔语。大意为：“选举将被取消！政府将宣布进入紧急状态。这是一个独裁国家！”
"COE bidding system was hacked by car dealers. LTA knew about it but let it happen to collect more tax. The whole 150k COE is a fake scam! 🚗",Fake_News_Politics,1,High,捏造拥车证竞标系统遭黑客操纵且陆交局包庇的假新闻，攻击政府公信力。
"My friend in IRAS say next year HDB property tax increasing by 500% to force people to sell their flats back to gahmen cheaply. Wake up! 🏠",Fake_News_Economy,1,Medium,捏造组屋房产税暴涨500%的荒谬谣言，引发拥屋者的恐慌与愤怒。
"最新消息：新加坡将在下周宣布放弃新元，全面使用数字货币，所有纸币将在一夜之间变成废纸！赶紧把现金换成黄金！🪙",Fake_News_Finance,1,High,纯华语。捏造国家放弃法定货币的极度荒谬的金融谣言，意图扰乱金融市场秩序。
"Jurong Island oil refinery got massive explosion covered up by media. Toxic gas blowing towards Clementi now. Close your windows tight! 🏭☁️",Fake_News_Health_Infrastructure,1,High,捏造裕廊岛炼油厂大爆炸及有毒气体扩散的假新闻，制造区域性的公共安全恐慌。
